GenProtEC: Gene product function of E. coli K-12.
August 28th, 2007.

eck	bnum	genbank	gene	gene type	gene product	EC no1	EC no2	EC no3	EC no4
ECK1167	b1179	1787427	ycgL	o	conserved protein				
ECK1168	b1180	1787428	ycgM	pe	predicted isomerase/hydrolase				
ECK1169	b1181	87081852	ycgN	o	conserved protein				
ECK1170	b1182	87081853	hlyE	c	hemolysin E				
ECK1171	b1183	1787431	umuD	e	DNA polymerase V, subunit D	3.4.21.-			
ECK1172	b1184	1787432	umuC	e	DNA polymerase V, subunit C				
ECK1173	b1185	1787433	dsbB	e	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I				
ECK1174	b1186	1787435	nhaB	t	sodium:proton antiporter				
ECK1175	b1187	1787436	fadR	r	DNA-binding transcriptional dual regulator				
ECK1176	b1188	1787437	ycgB	o	conserved protein				
ECK1177	b1189	1787438	dadA	e	D-amino acid dehydrogenase	1.4.99.1			
ECK1178	b1190	1787439	dadX	e	alanine racemase 2, PLP-binding	5.1.1.1			
ECK1179	b1191	87081854	cvrA	pt	predicted cation/proton antiporter				
ECK1180	b1192	1787441	ldcA	e	L,D-carboxypeptidase A	3.4.17.13			
ECK1181	b1193	87081855	emtA	e	lytic murein endotransglycosylase E	3.2.1.-			
ECK1182	b1194	1787443	ycgR	r	c-di-GMP receptor for motility regulation				
ECK1183	b1195	1787445	ymgE	pm	predicted inner membrane protein				
ECK1184	b1196	1787446	ycgY	o	predicted protein				
ECK1185	b1197	1787447	treA	e	periplasmic trehalase	3.2.1.28			
ECK1186	b1198	87081856	dhaH	pt	fused predicted dihydroxyacetone-specific PTS enzyme HPr component -!- EI component				
ECK1187	b1199	1787449	dhaL	e	dihydroxyacetone kinase, subunit I				
ECK1188	b1200	87081857	dhaK	e	dihydroxyacetone kinase, subunit II				
ECK1189	b1201	87081858	dhaR	pr	predicted DNA-binding transcriptional regulator, dihydroxyacetone				
ECK1190	b1202	1787452	ycgV	pf	predicted adhesin				
ECK1191	b1203	1787454	ychF	pf	predicted GTP-binding protein				
ECK1192	b1204	1787455	pth	e	peptidyl-tRNA hydrolase	3.1.1.29			
ECK1193	b1205	1787456	ychH	pm	predicted inner membrane protein				
ECK1194	b1206	87081859	ychM	pt	predicted transporter				
ECK1195	b1207	1787458	prsA	e	phosphoribosylpyrophosphate synthase	2.7.6.1			
ECK1196	b1208	1787459	ispE	e	4-diphosphocytidyl-2-C-methylerythritol kinase	2.7.1.148			
ECK1197	b1209	1787460	lolB	f	chaperone for lipoproteins				
ECK1198	b1210	1787461	hemA	e	glutamyl tRNA reductase	1.2.1.-			
ECK1199	b1211	1787462	prfA	f	peptide chain release factor RF-1				
ECK1200	b1212	1787463	prmC	e	N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2	2.1.1.-			
ECK1201	b1213	1787464	ychQ	pr	predicted transcriptional regulator				
ECK1202	b1214	1787465	ychA	pr	predicted transcriptional regulator				
ECK1203	b1215	1787466	kdsA	e	3-deoxy-D-manno-octulosonate 8-phosphate synthase	2.5.1.55			
ECK1204	b4419	48994880	ldrA	f	toxic polypeptide, small				
ECK1205	b4420		rdlA	n	regulatory, antisense RNA				
ECK1206	b4421	48994881	ldrB	f	toxic polypeptide, small				
ECK1207	b4422		rdlB	n	regulatory, antisense sRNA				
ECK1208	b4423	48994882	ldrC	f	toxic polypeptide, small				
ECK1209	b4424		rdlC	n	regulatory, antisense sRNA				
ECK1210	b1216	1787468	chaA	t	potassium/calcium/sodium:proton antiporter				
ECK1211	b1217	1787469	chaB	pr	predicted cation regulator				
ECK1212	b1218	1787470	chaC	r	regulatory protein for cation transport				
ECK1213	b1219	1787471	ychN	d	conserved protein				
ECK1214	b1220	1787472	ychP	pf	predicted invasin				
ECK1215	b1221	1787473	narL	r	DNA-binding response regulator in two-component regulatory system with NarX (or NarQ)				
ECK1216	b1222	1787474	narX	r	sensory histidine kinase in two-component regulatory system with NarL				
ECK1217	b1223	1787475	narK	t	nitrate/nitrite transporter				
ECK1218	b1224	1787477	narG	e	nitrate reductase 1, alpha subunit	1.7.99.4			
ECK1219	b1225	1787478	narH	c	nitrate reductase 1, beta (Fe-S) subunit	1.7.99.4			
ECK1220	b1226	1787479	narJ	f	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	1.7.99.4			
ECK1221	b1227	1787480	narI	c	nitrate reductase 1, gamma (cytochrome b(NR)) subunit	1.7.99.4			
ECK1222	b1228	1787481	ychS	o	predicted protein				
ECK1223	b4425		rtT	n	regulatory sRNA				
ECK1224	b1229	1787482	tpr	pf	predicted protamine-like protein				
ECK1225	b1230		tyrV	n	tRNA-Tyr(GUA) (Tyrosine tRNA1)				
ECK1226	b1231		tyrT	n	tRNA-Tyr(GUA) (Tyrosine tRNA1)				
ECK1227	b1232	1787483	purU	e	formyltetrahydrofolate hydrolase	3.5.1.10			
ECK1228	b1233	1787484	ychJ	o	conserved protein				
ECK1229	b1234	1787485	rssA	o	conserved protein				
ECK1230	b1235	1787487	rssB	r	response regulator of RpoS				
ECK1231	b1236	1787488	galU	e	glucose-1-phosphate uridylyltransferase	2.7.7.9			
ECK1232	b1237	1787489	hns	r	global DNA-binding transcriptional dual regulator H-NS				
ECK1233	b1238	1787490	tdk	e	thymidine kinase/deoxyuridine kinase	2.7.1.21			
ECK1234	b1239	1787491	ychG_2	su	predicted protein, C-ter fragment (pseudogene)				
ECK1234	b1240	1787492	ychG_1	su	predicted protein, N-ter fragment (pseudogene)				
ECK1234	b4573		ychG	su	predicted protein (pseudogene)				
ECK1235	b1241	1787493	adhE	e	fused acetaldehyde-CoA dehydrogenase -!- iron-dependent alcohol dehydrogenase, NAD -!- pyruvate-formate lyase deactivase	1.2.1.10	1.1.1.1		
ECK1236	b1242	1787494	ychE	pm	predicted inner membrane protein				
ECK1237	b1243	1787495	oppA	t	oligopeptide transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK1238	b1244	1787497	oppB	t	oligopeptide transporter subunit -!- membrane component of ABC superfamily				
ECK1239	b1245	1787498	oppC	t	oligopeptide transporter subunit -!- membrane component of ABC superfamily				
ECK1240	b1246	48994883	oppD	t	oligopeptide transporter subunit -!- ATP-binding component of ABC superfamily				
ECK1241	b1247	1787500	oppF	t	oligopeptide transporter subunit -!- ATP-binding component of ABC superfamily				
ECK1242	b1248	87081860	yciU	o	predicted protein				
ECK1243	b1249	1787502	cls	e	cardiolipin synthase 1	2.7.8.-			
ECK1244	b1250	1787503	kch	t	voltage-gated potassium channel				
ECK1245	b1251	87081861	yciI	pe	predicted enzyme				
ECK1246	b1252	1787505	tonB	m	membrane spanning protein in TonB-ExbB-ExbD complex				
ECK1247	b1253	1787506	yciA	pe	predicted hydrolase				
ECK1248	b1254	1787507	yciB	pm	predicted inner membrane protein				
ECK1249	b1255	1787508	yciC	pm	predicted inner membrane protein				
ECK1250	b1256	1787510	ompW	m	outer membrane protein W				
ECK1251	b1257	1787511	yciE	d	conserved protein				
ECK1252	b1258	1787512	yciF	o	conserved protein				
ECK1253	b1259	87081862	yciG	o	predicted protein				
ECK1254	b1260	1787514	trpA	e	tryptophan synthase, alpha subunit	4.2.1.20			
ECK1255	b1261	1787515	trpB	e	tryptophan synthase, beta subunit	4.2.1.20			
ECK1256	b1262	87081863	trpC	e	fused indole-3-glycerolphosphate synthetase -!- N-(5-phosphoribosyl)anthranilate isomerase	4.1.1.48	5.3.1.24		
ECK1257	b1263	1787517	trpD	e	fused glutamine amidotransferase (component II) of anthranilate synthase -!- anthranilate phosphoribosyl transferase	4.1.3.27	2.4.2.18		
ECK1258	b1264	1787518	trpE	e	component I of anthranilate synthase	4.1.3.27			
ECK1259	b1265	1787519	trpL	l	trp operon leader peptide				
ECK1260	b1266	1787520	yciV	o	conserved protein				
ECK1261	b1267	87081864	yciO	o	conserved protein				
ECK1262	b1268	1787522	yciQ	pm	predicted inner membrane protein				
ECK1263	b1269	1787524	rluB	e	23S rRNA pseudouridylate synthase	4.2.1.70			
ECK1264	b1270	1787525	btuR	e	cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase	2.5.1.17	2.5.1.-		
ECK1265	b1271	1787526	yciK	pe	predicted oxoacyl-(acyl carrier protein) reductase, EmrKY-TolC system				
ECK1266	b1272	1787527	sohB	pe	predicted inner membrane peptidase				
ECK1267	b1273	1787528	yciN	o	predicted protein				
ECK1268	b1274	1787529	topA	e	DNA topoisomerase I, omega subunit	5.99.1.2			
ECK1269	b1275	1787530	cysB	r	DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding				
ECK1270	b4522	87081865	yciX_1	su	predicted protein, N-ter fragment (pseudogene)				
ECK1270	b4523	87081866	yciX_2	su	predicted protein, C-ter fragment (pseudogene)				
ECK1270	b4574		yciX	su	predicted protein (pseudogene)				
ECK1271	b1276	1787531	acnA	e	aconitate hydratase 1	4.2.1.3			
ECK1272	b1277	1787533	ribA	e	GTP cyclohydrolase II	3.5.4.25			
ECK1273	b1278	1787534	pgpB	e	phosphatidylglycerophosphate phosphatase B	3.1.3.27			
ECK1274	b1279	1787535	yciS	pm	conserved inner membrane protein				
ECK1275	b1280	2367116	yciM	d	conserved protein				
ECK1276	b1281	1787537	pyrF	e	orotidine-5'-phosphate decarboxylase	4.1.1.23			
ECK1277	b1282	87081867	yciH	d	conserved protein				
ECK1278	b1283	1787539	osmB	lp	lipoprotein				
ECK1279	b1284	1787540	deoT	r	DNA-binding global transcriptional regulator, DeoR-type family				
ECK1280	b1285	1787541	gmr	r	modulator of Rnase II stability with EAL, GGDEF, PAS domains				
ECK1281	b1286	1787542	rnb	e	ribonuclease II	3.1.13.1			
ECK1282	b1287	87081868	yciW	pe	predicted oxidoreductase				
ECK1283	b1288	1787545	fabI	e	enoyl-[acyl-carrier-protein] reductase, NADH-dependent	1.3.1.9			
ECK1284	b1289	1787546	ycjD	d	conserved protein				
ECK1285	b1290	1787547	sapF	pt	predicted antimicrobial peptide transporter subunit -!- ATP-binding component of ABC superfamily				
ECK1286	b1291	1787548	sapD	pt	predicted antimicrobial peptide transporter subunit -!- ATP-binding component of ABC superfamily				
ECK1287	b1292	1787549	sapC	pt	predicted antimicrobial peptide transporter subunit -!- membrane component of ABC superfamily				
ECK1288	b1293	1787550	sapB	pt	predicted antimicrobial peptide transporter subunit -!- membrane component of ABC superfamily				
ECK1289	b1294	1787551	sapA	pt	predicted antimicrobial peptide transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK1290	b1295	1787552	ymjA	o	predicted protein				
ECK1291	b1296	87081869	puuP	t	putrescine importer				
ECK1292	b1297	87081870	puuA	e	gamma-Glu-putrescine synthase				
ECK1293	b1298	87081871	puuD	e	gamma-Glu-GABA hydrolase				
ECK1294	b1299	1787557	puuR	r	DNA-binding transcriptional repressor				
ECK1295	b1300	1787558	puuC	e	gamma-Glu-gamma-aminobutyraldehyde dehydrogenase,  NAD(P)H-dependent	1.2.1.3			
ECK1296	b1301	1787559	puuB	e	gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding				
ECK1297	b1302	1787560	puuE	e	4-aminobutyrate aminotransferase	2.6.1.19			
ECK1298	b1303	87081872	pspF	r	DNA-binding transcriptional activator				
ECK1299	b1304	2367118	pspA	r	regulatory protein for phage-shock-protein operon				
ECK1300	b1305	1787563	pspB	r	transcriptional regulator of psp operon				
ECK1301	b1306	1787564	pspC	r	transcriptional activator				
ECK1302	b1307	1787565	pspD	ph	peripheral inner membrane phage-shock protein				
ECK1303	b1308	1787567	pspE	e	thiosulfate:cyanide sulfurtransferase (rhodanese)	2.8.1.1			
ECK1304	b1309	87081873	ycjM	pe	predicted glucosyltransferase				
ECK1305	b1310	1787569	ycjN	pt	predicted sugar transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK1306	b1311	1787570	ycjO	pt	predicted sugar transporter subunit -!- membrane component of ABC superfamily				
ECK1307	b1312	1787571	ycjP	pt	predicted sugar transporter subunit -!- membrane component of ABC superfamily				
ECK1308	b1313	1787572	ycjQ	pe	predicted oxidoreductase, Zn-dependent and NAD(P)-binding				
ECK1309	b1314	87081874	ycjR	pe	predicted enzyme				
ECK1310	b1315	1787574	ycjS	pe	predicted oxidoreductase, NADH-binding				
ECK1311	b1316	1787575	ycjT	pe	predicted hydrolase				
ECK1312	b1317	1787576	ycjU	pe	predicted beta-phosphoglucomutase				
ECK1313	b1318	1787577	ycjV	pt	predicted sugar transporter subunit -!- ATP-binding component of ABC superfamily				
ECK1314	b4524	87081875	ymjB	o	predicted protein				
ECK1315	b1319	1787579	ompG	t	outer membrane porin				
ECK1316	b1320	1787580	ycjW	pr	predicted DNA-binding transcriptional regulator				
ECK1317	b1321	1787581	ycjX	d	conserved protein with nucleoside triphosphate hydrolase domain				
ECK1318	b1322	1787582	ycjF	pm	conserved inner membrane protein				
ECK1319	b1323	1787583	tyrR	r	DNA-binding transcriptional dual regulator, tyrosine-binding				
ECK1320	b1324	1787584	tpx	e	lipid hydroperoxide peroxidase	1.11.1.-			
ECK1321	b1325	87081876	ycjG	e	L-Ala-D/L-Glu epimerase				
ECK1322	b1326	1787586	mpaA	e	murein peptide amidase A				
ECK1323	b4525	87081877	ymjC	pe	predicted oxidoreductase				
ECK1324	b1327	1787587	ycjY	pe	predicted hydrolase				
ECK1325	b1328	1787589	ycjZ	pr	predicted DNA-binding transcriptional regulator				
ECK1326	b1329	87081878	mppA	t	murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK1327	b1330	1787591	ynaI	pm	conserved inner membrane protein				
ECK1328	b1332	1787593	ynaJ	pm	predicted inner membrane protein				
ECK1329	b1333	1787594	uspE	cp	stress-induced protein				
ECK1330	b1334	1787595	fnr	r	DNA-binding transcriptional dual regulator, global regulator of anaerobic growth				
ECK1331	b1335	1787596	ogt	e	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	2.1.1.63			
ECK1332	b1336	87081879	abgT	t	cryptic aminobenzoyl-glutamate transporter				
ECK1333	b1337	1787598	abgB	pe	predicted peptidase, aminobenzoyl-glutamate utilization protein				
ECK1334	b1338	87081880	abgA	pe	predicted peptidase, aminobenzoyl-glutamate utilization protein	3.5.1.14			
ECK1335	b1339	1787601	abgR	pr	predicted DNA-binding transcriptional regulator				
ECK1336	b4426		IS061	n	small RNA				
ECK1337	b1340	1787602	ydaL	o	conserved protein				
ECK1338	b1341	87081881	ydaM	r	diguanylate cyclase protein that works antagonistically to b1285 in expression of biofilm-associated curli fimbriae				
ECK1339	b1342	1787604	ydaN	pt	predicted Zn(II) transporter				
ECK1340	b1343	1787605	dbpA	e	ATP-dependent 3'--5' RNA helicase specific for 23S rRNA				
ECK1341	b1344	1787606	ydaO	pe	predicted C32 tRNA thiolase				
ECK1342	b1345	1787607	intR	h	Rac prophage; integrase				
ECK1343	b1346	87081882	ydaQ	h	Rac prophage; conserved protein				
ECK1344	b1347	1787609	ydaC	h	Rac prophage; predicted protein				
ECK1345	b1348	1787610	lar	h	Rac prophage; restriction alleviation protein				
ECK1346	b1349	1787611	recT	h	Rac prophage; recombination and repair protein				
ECK1347	b1350	1787612	recE	h	Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease	3.1.11.-			
ECK1348	b1351	1787614	racC	h	Rac prophage; predicted protein				
ECK1349	b4526	87081883	ydaE	h	Rac prophage; conserved protein				
ECK1350	b1352	87081884	kil	h	Rac prophage; inhibitor of ftsZ, killing protein				
ECK1351	b1353	87081885	sieB	h	Rac prophage; phage superinfection exclusion protein				
ECK1352	b4527	87081886	ydaF	h	Rac prophage; predicted protein				
ECK1353	b1355	87081887	ydaG	h	Rac prophage; predicted protein				
ECK1354	b1356	1787619	racR	h	Rac prophage; predicted DNA-binding transcriptional regulator				
ECK1355	b1357	1787620	ydaS	h	Rac prophage; predicted DNA-binding transcriptional regulator				
ECK1356	b1358	1787621	ydaT	h	Rac prophage; predicted protein				
ECK1357	b1359	1787622	ydaU	h	Rac prophage; conserved protein				
ECK1358	b1360	1787623	ydaV	h	Rac prophage; predicted DNA replication protein				
ECK1359	b1361	87081888	ydaW	h	Rac prophage; predicted DNA-binding protein				
ECK1360	b1362	87081889	rzpR	h	Rac prophage; predicted defective peptidase				
ECK1361	b4528	87081890	rzoR	h	Rac prophage; predicted lipoprotein				
ECK1362	b1363	1787626	trkG	h	Rac prophage; potassium transporter subunit				
ECK1363	b1365	1787628	ynaK	h	Rac prophage; conserved protein				
ECK1364	b1366	1787629	ydaY	h	Rac prophage; predicted protein				
ECK1365	b1368	1787631	ynaA	h	Rac prophage; predicted tail protein				
ECK1366	b1369	1787632	lomR_1	su	Rac prophage; predicted protein, N-ter fragment (pseudogene)				
ECK1366	b1371	87081891	lomR_2	su	Rac prophage; predicted protein, C-ter fragment (pseudogene)				
ECK1366	b4570		lomR	su	Rac prophage; predicted protein (pseudogene)				
ECK1367	b1372	87081892	stfR	h	Rac prophage; predicted tail fiber protein				
ECK1368	b1373	1787637	tfaR	h	Rac prophage; predicted tail fiber assembly protein				
ECK1369	b1374	1787638	pinR	h	Rac prophage; predicted site-specific recombinase				
ECK1370	b1375	1787639	ynaE	h	Rac prophage; predicted DNA-binding transcriptional regulator				
ECK1371	b1376	87081893	uspF	f	stress-induced protein, ATP-binding protein				
ECK1372	b1377	1787641	ompN	t	outer membrane pore protein N, non-specific				
ECK1373	b4427		tke8	n	regulatory sRNA				
ECK1374	b1378	1787642	ydbK	pc	fused predicted Fe-S subunit of pyruvate-flavodoxin oxidoreductase				
ECK1375	b4529	87081894	ydbJ	o	predicted protein				
ECK1376	b1379	1787644	hslJ	f	heat-inducible protein				
ECK1377	b1380	1787645	ldhA	e	fermentative D-lactate dehydrogenase, NAD-dependent	1.1.1.28			
ECK1378	b1381	1787646	ydbH	o	predicted protein				
ECK1379	b1382	1787647	ynbE	lp	predicted lipoprotein				
ECK1380	b1383	87081895	ydbL	o	conserved protein				
ECK1381	b1384	1787649	feaR	r	DNA-binding transcriptional regulator				
ECK1382	b1385	87081896	feaB	e	phenylacetaldehyde dehydrogenase, NAD(P)-dependent	1.2.1.39			
ECK1383	b1386	1787651	tynA	e	tyramine oxidase, copper-requiring	1.4.3.6			
ECK1384	b1387	1787653	maoC	e	fused aldehyde dehydrogenase -!- enoyl-CoA hydratase in phenylacetate metabolism				
ECK1385	b1388	1787654	paaA	e	multicomponent phenylacetyl-CoA oxygenase subunit				
ECK1386	b1389	1787655	paaB	e	multicomponent phenylacetyl-CoA oxygenase subunit				
ECK1387	b1390	1787656	paaC	e	multicomponent phenylacetyl-CoA oxygenase subunit				
ECK1388	b1391	87081897	paaD	e	multicomponent phenylacetyl-CoA oxygenase subunit				
ECK1389	b1392	1787658	paaE	e	multicomponent phenylacetyl-CoA oxygenase subunit				
ECK1390	b1393	1787659	paaF	e	enoyl-CoA hydratase-isomerase	4.2.1.17			
ECK1391	b1394	1787660	paaG	e	acyl-CoA hydratase	4.2.1.17			
ECK1392	b1395	1787661	paaH	e	3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157			
ECK1393	b1396	1787662	paaI	pe	predicted thioesterase				
ECK1394	b1397	1787663	paaJ	pe	predicted beta-ketoadipyl CoA thiolase				
ECK1395	b1398	1787664	paaK	e	phenylacetyl-CoA ligase	6.2.1.30			
ECK1396	b1399	1787666	paaX	r	DNA-binding transcriptional regulator, aryl-CoA responsive				
ECK1397	b1400	1787667	paaY	pe	predicted hexapeptide repeat acetyltransferase				
ECK1398	b1401	87081898	ydbA_1	su	predicted outer membrane protein, N-ter fragment (pseudogene)				
ECK1398	b1405	87081899	ydbA_2	su	predicted outer membrane protein, C-ter fragment (pseudogene)				
ECK1398	b4492		ybda	su	predicted outer membrane protein (pseudogene)				
ECK1399	b1406	1787674	ydbC	pe	predicted oxidoreductase, NAD(P)-binding				
ECK1400	b1407	87081900	ydbD	o	predicted protein				
ECK1401	b1408	87081901	ynbA	pm	predicted inner membrane protein				
ECK1402	b1409	1787677	ynbB	pe	predicted CDP-diglyceride synthase				
ECK1403	b1410	1787678	ynbC	pe	predicted hydrolase				
ECK1404	b1411	1787679	ynbD	pe	predicted phosphatase, inner membrane protein				
